"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"2073","BSE","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Low","1","TRUE","Surface"
"2074","TSE","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Low","1","TRUE","Surface"
"2075","MC","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Low","1","TRUE","Surface"
"2076","HP","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Low","1","TRUE","Surface"
"2077","TC","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Low","1","TRUE","Surface"
"2078","PM","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Low","1","TRUE","Surface"
"2079","AM","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Low","1","TRUE","Surface"
"2080","MP","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Low","1","TRUE","Surface"
"2081","BSW","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Mod","1","TRUE","Surface"
"2082","TP","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Mod","1","TRUE","Surface"
"2083","TSW","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Mod","1","TRUE","Surface"
"2084","BP","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Mod","1","TRUE","Surface"
"2085","BC","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Mod","1","TRUE","Surface"
"2086","BSE","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Mod","1","TRUE","Surface"
"2087","TSE","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Mod","1","TRUE","Surface"
"2088","MC","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Mod","1","TRUE","Surface"
"2089","HP","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Mod","1","TRUE","Surface"
"2090","TC","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Mod","1","TRUE","Surface"
"2091","PM","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Mod","1","TRUE","Surface"
"2092","AM","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Mod","1","TRUE","Surface"
"2093","MP","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Mod","1","TRUE","Surface"
"2094","BSW","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","High","1","TRUE","Surface"
"2095","TP","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","High","1","TRUE","Surface"
"2096","TSW","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","High","1","TRUE","Surface"
"2097","BP","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","High","1","TRUE","Surface"
"2098","BC","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","High","1","TRUE","Surface"
"2099","BSE","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","High","1","TRUE","Surface"
"2100","TSE","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","High","1","TRUE","Surface"
"2101","MC","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","High","1","TRUE","Surface"
"2102","HP","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","High","1","TRUE","Surface"
"2103","TC","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","High","1","TRUE","Surface"
"2104","PM","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","High","1","TRUE","Surface"
"2105","AM","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","High","1","TRUE","Surface"
"2106","MP","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","High","1","TRUE","Surface"
"2107","BSW","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Low","0.7808","TRUE","Surface"
"2108","TP","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Low","0.86","TRUE","Surface"
"2109","TSW","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Low","0.8","TRUE","Surface"
"2110","BP","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Low","0.55126","TRUE","Surface"
"2111","BC","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Low","0.83936","TRUE","Surface"
"2112","BSE","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Low","0.736","TRUE","Surface"
"2113","TSE","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Low","0.736","TRUE","Surface"
"2114","MC","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Low","0.83936","TRUE","Surface"
"2115","HP","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Low","0.736","TRUE","Surface"
"2116","TC","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Low","0.83936","TRUE","Surface"
"2117","PM","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Low","0.83936","TRUE","Surface"
"2118","AM","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Low","0.7912","TRUE","Surface"
"2119","MP","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Low","0.7912","TRUE","Surface"
"2120","BSW","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Mod","0.77004","TRUE","Surface"
"2121","TP","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Mod","0.65688","TRUE","Surface"
"2122","TSW","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Mod","0.71944","TRUE","Surface"
"2123","BP","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Mod","0.46154","TRUE","Surface"
"2124","BC","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Mod","0.78678","TRUE","Surface"
"2125","BSE","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Mod","0.79948","TRUE","Surface"
"2126","TSE","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Mod","0.79948","TRUE","Surface"
"2127","MC","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Mod","0.78678","TRUE","Surface"
"2128","HP","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Mod","0.79948","TRUE","Surface"
"2129","TC","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Mod","0.78678","TRUE","Surface"
"2130","PM","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Mod","0.78678","TRUE","Surface"
"2131","AM","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Mod","0.81686","TRUE","Surface"
"2132","MP","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","Mod","0.81686","TRUE","Surface"
"2133","BSW","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","High","0.817","TRUE","Surface"
"2134","TP","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","High","0.73914","TRUE","Surface"
"2135","TSW","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","High","0.7239","TRUE","Surface"
"2136","BP","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","High","0.57624","TRUE","Surface"
"2137","BC","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","High","0.8428","TRUE","Surface"
"2138","BSE","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","High","0.7771","TRUE","Surface"
"2139","TSE","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","High","0.7771","TRUE","Surface"
"2140","MC","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","High","0.8428","TRUE","Surface"
"2141","HP","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","High","0.7771","TRUE","Surface"
"2142","TC","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","High","0.8428","TRUE","Surface"
"2143","PM","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","High","0.8428","TRUE","Surface"
"2144","AM","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","High","0.80164","TRUE","Surface"
"2145","MP","65","Medium DOM","Medium DOM","Uncombusted Coarse woody debris on the ground","","NA","1-combustion rate of CWD","","High","0.80164","TRUE","Surface"
"2146","BSW","66","Medium DOM","CO2","Combusted fraction of CWD","","NA","f(severty)*SmoulderingCO2","","Low","0.1540976","TRUE","Surface"
"2147","TP","66","Medium DOM","CO2","Combusted fraction of CWD","","NA","f(severty)*SmoulderingCO2","","Low","0.09842","TRUE","Surface"
"2148","TSW","66","Medium DOM","CO2","Combusted fraction of CWD","","NA","f(severty)*SmoulderingCO2","","Low","0.1406","TRUE","Surface"
"2149","BP","66","Medium DOM","CO2","Combusted fraction of CWD","","NA","f(severty)*SmoulderingCO2","","Low","0.31546422","TRUE","Surface"
"2150","BC","66","Medium DOM","CO2","Combusted fraction of CWD","","NA","f(severty)*SmoulderingCO2","","Low","0.11292992","TRUE","Surface"
"2151","BSE","66","Medium DOM","CO2","Combusted fraction of CWD","","NA","f(severty)*SmoulderingCO2","","Low","0.185592","TRUE","Surface"
